0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
12;existentes/pagos;moveis;983;>=1000;<1;1;feminino div/dep/cas;nao;4.0;19;nenhum;alugada;1;nao qualificado;1;0;0;1
36;existentes/pagos;veiculo novo;3249;"<100
";4<=X<7;2;masculino solteiro;nao;4.0;39;banco;de graca;1;altamente qualificado/empresario;2;1;0;1
6;Critico-outros creditos;reforma;1957;"<100
";4<=X<7;1;feminino div/dep/cas;nao;4.0;31;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;moveis;2578;"<100
";Desempregado;3;feminino div/dep/cas;nao;4.0;55;nenhum;de graca;1;altamente qualificado/empresario;1;0;0;1
36;Critico-outros creditos;moveis;2348;"<100
";1<=X<4;3;masculino cas/viu;nao;2.0;46;nenhum;proria;2;qualificado;1;1;0;1
12;existentes/pagos;veiculo novo;1223;"<100
";>=7;1;maculino div/dep;nao;1.0;46;nenhum;alugada;2;qualificado;1;0;0;0
24;Critico-outros creditos;reforma;1516;>=1000;1<=X<4;4;feminino div/dep/cas;nao;1.0;43;nenhum;proria;2;nao qualificado;1;0;0;1
18;existentes/pagos;reforma;1473;"<100
";<1;3;masculino cas/viu;nao;4.0;39;nenhum;proria;1;qualificado;1;1;0;1
18;Critico-outros creditos;abrir negocio;1887;"Desconhecido
";1<=X<4;4;masculino cas/viu;nao;4.0;28;banco;proria;2;qualificado;1;0;0;1
24;Atrasos anteriores;abrir negocio;8648;"<100
";<1;2;masculino solteiro;nao;2.0;27;banco;proria;2;qualificado;1;1;0;0
14;Atrasos anteriores;veiculo novo;802;"<100
";1<=X<4;4;masculino solteiro;nao;2.0;27;nenhum;proria;2;nao qualificado;1;0;0;1
18;Atrasos anteriores;veiculo novo;2899;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;43;nenhum;proria;1;qualificado;2;0;0;1
24;existentes/pagos;reforma;2039;"<100
";<1;1;masculino cas/viu;nao;1.0;22;nenhum;proria;1;qualificado;1;1;0;0
24;Critico-outros creditos;veiculo usado;2197;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;4.0;43;nenhum;proria;2;qualificado;2;1;0;1
15;existentes/pagos;reforma;1053;"<100
";<1;4;masculino cas/viu;nao;2.0;27;nenhum;proria;1;qualificado;1;0;1;1
24;existentes/pagos;reforma;3235;500<=X<1000;>=7;3;maculino div/dep;nao;2.0;26;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
12;Critico-outros creditos;veiculo novo;939;500<=X<1000;4<=X<7;4;masculino cas/viu;nao;2.0;28;nenhum;proria;3;qualificado;1;1;0;0
24;existentes/pagos;reforma;1967;"<100
";>=7;4;feminino div/dep/cas;nao;4.0;20;nenhum;proria;1;qualificado;1;1;0;1
12;Critico-outros creditos;abrir negocio;2292;"<100
";Desempregado;4;masculino solteiro;nao;2.0;42;loja;proria;2;altamente qualificado/empresario;1;1;0;0
10;existentes/pagos;veiculo novo;1597;500<=X<1000;1<=X<4;3;masculino solteiro;nao;2.0;40;nenhum;alugada;1;nao qualificado;2;0;1;1
24;existentes/pagos;veiculo novo;1381;"Desconhecido
";1<=X<4;4;feminino div/dep/cas;nao;2.0;35;nenhum;proria;1;qualificado;1;0;0;0
36;Critico-outros creditos;veiculo usado;5842;"<100
";>=7;2;masculino solteiro;nao;2.0;35;nenhum;proria;2;qualificado;2;1;0;1
12;existentes/pagos;veiculo novo;2579;"<100
";<1;4;masculino solteiro;nao;1.0;33;nenhum;proria;1;nao qualificado;2;0;0;0
18;Atrasos anteriores;educacao;8471;"Desconhecido
";1<=X<4;1;feminino div/dep/cas;nao;2.0;23;nenhum;alugada;2;qualificado;1;1;0;1
21;existentes/pagos;veiculo novo;2782;500<=X<1000;4<=X<7;1;feminino div/dep/cas;nao;2.0;31;banco;proria;1;altamente qualificado/empresario;1;0;0;1
18;existentes/pagos;veiculo novo;1042;"Desconhecido
";1<=X<4;4;feminino div/dep/cas;nao;2.0;33;nenhum;proria;1;qualificado;1;0;0;0
15;existentes/pagos;veiculo novo;3186;>=1000;4<=X<7;2;feminino div/dep/cas;nao;3.0;20;nenhum;alugada;1;qualificado;1;0;0;1
12;existentes/pagos;veiculo usado;2028;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;2.0;30;nenhum;proria;1;qualificado;1;0;0;1
12;Critico-outros creditos;veiculo novo;958;"<100
";4<=X<7;2;masculino solteiro;nao;3.0;47;nenhum;proria;2;nao qualificado;2;0;0;1
21;Atrasos anteriores;moveis;1591;100<=X<500;4<=X<7;4;masculino solteiro;nao;3.0;34;nenhum;proria;2;altamente qualificado/empresario;1;0;0;1
12;existentes/pagos;moveis;2762;"Desconhecido
";>=7;1;feminino div/dep/cas;nao;2.0;25;banco;proria;1;qualificado;1;1;0;0
18;existentes/pagos;veiculo usado;2779;"<100
";1<=X<4;1;masculino cas/viu;nao;3.0;21;nenhum;alugada;1;qualificado;1;1;0;1
28;Critico-outros creditos;reforma;2743;"<100
";>=7;4;masculino solteiro;nao;2.0;29;nenhum;proria;2;qualificado;1;0;0;1
18;Critico-outros creditos;reforma;1149;>=1000;1<=X<4;4;masculino solteiro;nao;3.0;46;nenhum;proria;2;qualificado;1;0;0;1
9;existentes/pagos;moveis;1313;"<100
";>=7;1;masculino solteiro;nao;4.0;20;nenhum;proria;1;qualificado;1;0;0;1
18;Critico-outros creditos;reforma casa;1190;"<100
";Desempregado;2;feminino div/dep/cas;nao;4.0;55;nenhum;de graca;3;desempregado;2;0;0;0
5;existentes/pagos;abrir negocio;3448;"<100
";4<=X<7;1;masculino solteiro;nao;4.0;74;nenhum;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;outros;11328;"<100
";1<=X<4;2;masculino solteiro;co requerente;3.0;29;banco;proria;2;altamente qualificado/empresario;1;1;0;0
6;Critico-outros creditos;moveis;1872;"<100
";Desempregado;4;masculino solteiro;nao;4.0;36;nenhum;de graca;3;altamente qualificado/empresario;1;1;0;1
24;Critico-outros creditos;reforma casa;2058;"<100
";1<=X<4;4;maculino div/dep;nao;2.0;33;nenhum;proria;2;qualificado;1;1;0;1
9;existentes/pagos;moveis;2136;"<100
";1<=X<4;3;masculino solteiro;nao;2.0;25;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;reforma;1484;"Desconhecido
";1<=X<4;2;masculino cas/viu;nao;1.0;25;nenhum;proria;1;qualificado;1;1;0;0
6;existentes/pagos;reforma casa;660;500<=X<1000;4<=X<7;2;masculino cas/viu;nao;4.0;23;nenhum;alugada;1;nao qualificado;1;0;0;1
24;Critico-outros creditos;veiculo novo;1287;>=1000;>=7;4;feminino div/dep/cas;nao;4.0;37;nenhum;proria;2;qualificado;1;1;0;1
42;Critico-outros creditos;reforma casa;3394;"<100
";Desempregado;4;masculino solteiro;co requerente;4.0;65;nenhum;proria;2;desempregado;1;0;0;1
12;todos pagos;abrir negocio;609;"<100
";<1;4;feminino div/dep/cas;nao;1.0;26;nenhum;proria;1;desempregado;1;0;0;0
12;existentes/pagos;veiculo novo;1884;"<100
";>=7;4;masculino solteiro;nao;4.0;39;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;moveis;1620;"<100
";1<=X<4;2;feminino div/dep/cas;co requerente;3.0;30;nenhum;proria;1;qualificado;1;0;0;1
20;Atrasos anteriores;outros;2629;"<100
";1<=X<4;2;masculino solteiro;nao;3.0;29;banco;proria;2;qualificado;1;1;0;1
12;existentes/pagos;educacao;719;"<100
";>=7;4;masculino solteiro;nao;4.0;41;banco;proria;1;nao qualificado;2;0;0;0
48;Critico-outros creditos;moveis;5096;"<100
";1<=X<4;2;feminino div/dep/cas;nao;3.0;30;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
9;Critico-outros creditos;educacao;1244;"Desconhecido
";>=7;4;feminino div/dep/cas;nao;4.0;41;nenhum;alugada;2;nao qualificado;1;0;0;1
36;existentes/pagos;veiculo novo;1842;"<100
";<1;4;feminino div/dep/cas;nao;4.0;34;nenhum;proria;1;qualificado;1;1;0;0
7;existentes/pagos;reforma;2576;"<100
";1<=X<4;2;masculino solteiro;sim;2.0;35;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;moveis;1424;"Desconhecido
";>=7;3;feminino div/dep/cas;nao;4.0;55;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
15;Atrasos anteriores;reforma casa;1512;>=1000;1<=X<4;3;masculino cas/viu;nao;3.0;61;loja;proria;2;qualificado;1;0;0;0
36;Critico-outros creditos;veiculo usado;11054;"Desconhecido
";1<=X<4;4;masculino solteiro;nao;2.0;30;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
6;existentes/pagos;reforma;518;"<100
";1<=X<4;3;feminino div/dep/cas;nao;1.0;29;nenhum;proria;1;qualificado;1;0;0;1
12;sem creditos/todos pagos;moveis;2759;"<100
";>=7;2;masculino solteiro;nao;4.0;34;nenhum;proria;2;qualificado;1;0;0;1
24;existentes/pagos;veiculo usado;2670;"<100
";>=7;4;masculino solteiro;nao;4.0;35;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
24;existentes/pagos;veiculo novo;4817;"<100
";4<=X<7;2;masculino solteiro;co requerente;3.0;31;nenhum;proria;1;qualificado;1;1;0;0
24;existentes/pagos;veiculo usado;2679;"<100
";<1;4;feminino div/dep/cas;nao;1.0;29;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
11;Critico-outros creditos;veiculo novo;3905;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;36;nenhum;alugada;2;qualificado;2;0;0;1
12;existentes/pagos;veiculo usado;3386;"<100
";>=7;3;masculino solteiro;nao;4.0;35;nenhum;de graca;1;qualificado;1;1;0;0
6;existentes/pagos;quitar divida;343;"<100
";<1;4;feminino div/dep/cas;nao;1.0;27;nenhum;proria;1;qualificado;1;0;0;1
18;existentes/pagos;reforma;4594;"<100
";<1;3;masculino solteiro;nao;2.0;32;nenhum;proria;1;qualificado;1;1;0;1
36;existentes/pagos;moveis;3620;"<100
";1<=X<4;1;masculino solteiro;sim;2.0;37;nenhum;proria;1;qualificado;2;0;0;1
15;existentes/pagos;veiculo novo;1721;"<100
";<1;2;masculino solteiro;nao;3.0;36;nenhum;proria;1;qualificado;1;0;0;1
12;existentes/pagos;moveis;3017;"<100
";<1;3;feminino div/dep/cas;nao;1.0;34;nenhum;alugada;1;altamente qualificado/empresario;1;0;0;1
12;existentes/pagos;qualificacao;754;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;38;nenhum;proria;2;qualificado;1;0;0;1
18;existentes/pagos;abrir negocio;1950;"<100
";4<=X<7;4;masculino solteiro;nao;1.0;34;loja;proria;2;qualificado;1;1;0;1
24;existentes/pagos;veiculo usado;2924;"<100
";1<=X<4;3;masculino solteiro;sim;4.0;63;banco;proria;1;qualificado;2;1;0;1
24;Atrasos anteriores;reforma;1659;"<100
";<1;4;feminino div/dep/cas;nao;2.0;29;nenhum;alugada;1;nao qualificado;1;1;0;0
48;Atrasos anteriores;reforma;7238;"Desconhecido
";>=7;3;masculino solteiro;nao;3.0;32;banco;proria;2;qualificado;2;0;0;1
33;Atrasos anteriores;abrir negocio;2764;"<100
";1<=X<4;2;feminino div/dep/cas;nao;2.0;26;nenhum;proria;2;qualificado;1;1;0;1
24;Atrasos anteriores;veiculo usado;4679;"<100
";4<=X<7;3;masculino solteiro;nao;3.0;35;nenhum;proria;2;nao qualificado;1;1;0;1
24;existentes/pagos;reforma;3092;100<=X<500;<1;3;masculino cas/viu;nao;2.0;22;nenhum;alugada;1;qualificado;1;1;0;0
6;existentes/pagos;educacao;448;"<100
";<1;4;feminino div/dep/cas;nao;4.0;23;nenhum;proria;1;qualificado;1;0;0;0
9;existentes/pagos;veiculo novo;654;"<100
";1<=X<4;4;masculino solteiro;nao;3.0;28;nenhum;proria;1;nao qualificado;1;0;0;0
18;Critico-outros creditos;reforma;1245;"<100
";1<=X<4;4;masculino cas/viu;nao;2.0;33;nenhum;proria;1;qualificado;1;0;0;0
18;sem creditos/todos pagos;moveis;3114;"<100
";<1;1;feminino div/dep/cas;nao;4.0;26;nenhum;alugada;1;qualificado;1;0;0;0
39;existentes/pagos;veiculo usado;2569;500<=X<1000;1<=X<4;4;masculino solteiro;nao;4.0;24;nenhum;proria;1;qualificado;1;0;0;1
24;existentes/pagos;reforma;5152;"<100
";4<=X<7;4;masculino solteiro;nao;2.0;25;banco;proria;1;qualificado;1;0;0;1
12;existentes/pagos;abrir negocio;1037;100<=X<500;4<=X<7;3;masculino solteiro;nao;4.0;39;nenhum;proria;1;nao qualificado;1;0;0;1
15;Critico-outros creditos;moveis;1478;"<100
";>=7;4;masculino solteiro;nao;4.0;44;nenhum;proria;2;qualificado;2;1;0;1
12;Critico-outros creditos;reforma;3573;"<100
";1<=X<4;1;feminino div/dep/cas;nao;1.0;23;nenhum;proria;1;nao qualificado;1;0;0;1
24;existentes/pagos;veiculo novo;1201;"<100
";<1;4;masculino solteiro;nao;1.0;26;nenhum;proria;1;qualificado;1;0;0;1
30;existentes/pagos;moveis;3622;>=1000;>=7;4;feminino div/dep/cas;nao;4.0;57;nenhum;alugada;2;qualificado;1;1;0;1
15;Atrasos anteriores;moveis;960;>=1000;4<=X<7;3;feminino div/dep/cas;nao;2.0;30;nenhum;proria;2;qualificado;1;0;0;1
12;Critico-outros creditos;veiculo novo;1163;500<=X<1000;1<=X<4;4;masculino solteiro;nao;4.0;44;nenhum;proria;1;qualificado;1;1;0;1
6;Atrasos anteriores;veiculo novo;1209;"<100
";Desempregado;4;masculino solteiro;nao;4.0;47;nenhum;proria;1;altamente qualificado/empresario;1;1;0;0
12;existentes/pagos;reforma;3077;"<100
";1<=X<4;2;masculino solteiro;nao;4.0;52;nenhum;proria;1;qualificado;1;1;0;1
24;existentes/pagos;veiculo novo;3757;"<100
";>=7;4;feminino div/dep/cas;co requerente;4.0;62;nenhum;de graca;1;qualificado;1;1;0;1
10;existentes/pagos;veiculo novo;1418;100<=X<500;1<=X<4;3;masculino solteiro;nao;2.0;35;nenhum;alugada;1;nao qualificado;1;0;1;1
6;existentes/pagos;veiculo novo;3518;"<100
";1<=X<4;2;masculino solteiro;sim;3.0;26;nenhum;alugada;1;qualificado;1;0;0;1
12;Critico-outros creditos;reforma;1934;"<100
";>=7;2;masculino solteiro;nao;2.0;26;nenhum;proria;2;qualificado;1;0;0;1
27;sem creditos/todos pagos;abrir negocio;8318;"<100
";>=7;2;feminino div/dep/cas;nao;4.0;42;nenhum;de graca;2;altamente qualificado/empresario;1;1;0;0
6;Critico-outros creditos;reforma;1237;100<=X<500;1<=X<4;1;feminino div/dep/cas;nao;1.0;27;nenhum;proria;2;qualificado;1;0;0;1
6;existentes/pagos;reforma;368;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;38;nenhum;proria;1;qualificado;1;0;0;1
12;Critico-outros creditos;veiculo novo;2122;"<100
";1<=X<4;3;masculino solteiro;nao;2.0;39;nenhum;alugada;2;nao qualificado;2;0;1;1
24;existentes/pagos;moveis;2996;"Desconhecido
";1<=X<4;2;masculino cas/viu;nao;4.0;20;nenhum;proria;1;qualificado;1;0;0;0
36;existentes/pagos;moveis;9034;100<=X<500;<1;4;masculino solteiro;co requerente;1.0;29;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;0
24;Critico-outros creditos;moveis;1585;"<100
";4<=X<7;4;masculino solteiro;nao;3.0;40;nenhum;proria;2;qualificado;1;0;0;1
6;Critico-outros creditos;veiculo novo;1323;100<=X<500;>=7;2;maculino div/dep;nao;4.0;28;nenhum;proria;2;qualificado;2;1;0;1
24;existentes/pagos;veiculo novo;3123;"<100
";<1;4;feminino div/dep/cas;nao;1.0;27;nenhum;proria;1;qualificado;1;0;0;0
36;existentes/pagos;veiculo usado;5493;"<100
";>=7;2;masculino solteiro;nao;4.0;42;nenhum;de graca;1;qualificado;2;0;0;1
9;existentes/pagos;reforma;1126;100<=X<500;>=7;2;maculino div/dep;nao;4.0;49;nenhum;proria;1;qualificado;1;0;0;1
24;Critico-outros creditos;reforma;1216;100<=X<500;<1;4;masculino solteiro;nao;4.0;38;banco;proria;2;qualificado;2;0;0;0
10;existentes/pagos;veiculo novo;1309;"Desconhecido
";1<=X<4;4;masculino solteiro;sim;4.0;27;nenhum;proria;1;nao qualificado;1;0;0;0
15;Critico-outros creditos;veiculo usado;2360;500<=X<1000;1<=X<4;2;masculino solteiro;nao;2.0;36;nenhum;proria;1;qualificado;1;1;0;1
15;todos pagos;veiculo novo;6850;100<=X<500;Desempregado;1;masculino solteiro;nao;2.0;34;nenhum;proria;1;altamente qualificado/empresario;2;1;0;0
24;existentes/pagos;reforma;1413;"<100
";1<=X<4;4;masculino cas/viu;nao;2.0;28;nenhum;proria;1;qualificado;1;0;0;1
39;existentes/pagos;veiculo usado;8588;100<=X<500;>=7;4;masculino solteiro;nao;2.0;45;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;veiculo novo;759;"<100
";4<=X<7;4;masculino solteiro;nao;2.0;26;nenhum;proria;1;qualificado;1;0;0;0
36;existentes/pagos;veiculo usado;4686;"<100
";1<=X<4;2;masculino solteiro;nao;2.0;32;nenhum;de graca;1;altamente qualificado/empresario;1;1;0;1
15;existentes/pagos;abrir negocio;2687;"<100
";4<=X<7;2;masculino solteiro;nao;4.0;26;nenhum;alugada;1;qualificado;1;1;0;1
12;Atrasos anteriores;reforma;585;"<100
";1<=X<4;4;masculino cas/viu;nao;4.0;20;nenhum;alugada;2;qualificado;1;0;0;1
24;existentes/pagos;veiculo novo;2255;"Desconhecido
";<1;4;masculino solteiro;nao;1.0;54;nenhum;proria;1;qualificado;1;0;0;1
6;Critico-outros creditos;veiculo novo;609;"<100
";4<=X<7;4;feminino div/dep/cas;nao;3.0;37;nenhum;proria;2;qualificado;1;0;1;1
6;Critico-outros creditos;veiculo novo;1361;"<100
";<1;2;masculino solteiro;nao;4.0;40;nenhum;proria;1;nao qualificado;2;0;1;1
36;Critico-outros creditos;moveis;7127;"<100
";<1;2;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;2;qualificado;1;1;0;0
6;existentes/pagos;veiculo novo;1203;100<=X<500;>=7;3;masculino solteiro;nao;2.0;43;nenhum;proria;1;qualificado;1;1;0;1
6;Critico-outros creditos;reforma;700;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;36;nenhum;de graca;2;qualificado;1;0;0;1
24;Critico-outros creditos;reforma casa;5507;"<100
";>=7;3;masculino solteiro;nao;4.0;44;nenhum;de graca;2;qualificado;1;0;0;1
18;existentes/pagos;reforma;3190;"<100
";1<=X<4;2;feminino div/dep/cas;nao;2.0;24;nenhum;proria;1;qualificado;1;0;0;0
48;sem creditos/todos pagos;moveis;7119;"<100
";1<=X<4;3;masculino solteiro;nao;4.0;53;nenhum;de graca;2;qualificado;2;0;0;0
24;existentes/pagos;veiculo usado;3488;100<=X<500;4<=X<7;3;feminino div/dep/cas;nao;4.0;23;nenhum;proria;1;qualificado;1;0;0;1
18;existentes/pagos;reforma;1113;"<100
";1<=X<4;4;feminino div/dep/cas;sim;4.0;26;nenhum;proria;1;nao qualificado;2;0;0;1
26;existentes/pagos;veiculo usado;7966;"<100
";<1;2;masculino solteiro;nao;3.0;30;nenhum;proria;2;qualificado;1;0;0;1
15;Critico-outros creditos;educacao;1532;100<=X<500;1<=X<4;4;feminino div/dep/cas;nao;3.0;31;nenhum;proria;1;qualificado;1;0;0;1
4;Critico-outros creditos;reforma;1503;"<100
";4<=X<7;2;masculino solteiro;nao;1.0;42;nenhum;proria;2;nao qualificado;2;0;0;1
36;existentes/pagos;reforma;2302;"<100
";1<=X<4;4;maculino div/dep;nao;4.0;31;nenhum;alugada;1;qualificado;1;0;0;0
6;existentes/pagos;veiculo novo;662;"<100
";<1;3;masculino solteiro;nao;4.0;41;nenhum;proria;1;nao qualificado;2;1;0;1
36;existentes/pagos;educacao;2273;"<100
";4<=X<7;3;masculino solteiro;nao;1.0;32;nenhum;proria;2;qualificado;2;0;0;1
15;existentes/pagos;veiculo novo;2631;100<=X<500;1<=X<4;2;feminino div/dep/cas;nao;4.0;28;nenhum;alugada;2;qualificado;1;1;0;0
12;Atrasos anteriores;veiculo usado;1503;"<100
";1<=X<4;4;masculino cas/viu;nao;4.0;41;nenhum;alugada;1;qualificado;1;0;0;1
24;existentes/pagos;reforma;1311;100<=X<500;4<=X<7;4;masculino cas/viu;nao;3.0;26;nenhum;proria;1;qualificado;1;1;0;1
24;existentes/pagos;reforma;3105;"Desconhecido
";<1;4;masculino solteiro;nao;2.0;25;nenhum;proria;2;qualificado;1;0;0;1
21;Critico-outros creditos;educacao;2319;"<100
";<1;2;maculino div/dep;nao;1.0;33;nenhum;alugada;1;qualificado;1;0;0;0
6;existentes/pagos;veiculo novo;1374;"Desconhecido
";Desempregado;4;feminino div/dep/cas;nao;3.0;75;nenhum;proria;1;altamente qualificado/empresario;1;1;0;1
18;Critico-outros creditos;moveis;3612;"<100
";>=7;3;feminino div/dep/cas;nao;4.0;37;nenhum;proria;1;qualificado;1;1;0;1
48;existentes/pagos;veiculo novo;7763;"<100
";>=7;4;masculino solteiro;nao;4.0;42;banco;de graca;1;altamente qualificado/empresario;1;0;0;0
18;existentes/pagos;moveis;3049;"<100
";<1;1;feminino div/dep/cas;nao;1.0;45;loja;proria;1;nao qualificado;1;0;0;1
12;existentes/pagos;reforma;1534;"<100
";<1;1;masculino cas/viu;nao;1.0;23;nenhum;alugada;1;qualificado;1;0;0;0
24;Atrasos anteriores;veiculo novo;2032;"<100
";>=7;4;masculino solteiro;nao;4.0;60;nenhum;de graca;2;qualificado;1;1;0;1
30;existentes/pagos;moveis;6350;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;31;nenhum;proria;1;qualificado;1;0;0;0
18;existentes/pagos;moveis;2864;"<100
";1<=X<4;2;masculino solteiro;nao;1.0;34;nenhum;proria;1;nao qualificado;2;0;0;0
12;Critico-outros creditos;veiculo novo;1255;"<100
";>=7;4;masculino solteiro;nao;4.0;61;nenhum;proria;2;nao qualificado;1;0;0;1
24;Atrasos anteriores;veiculo novo;1333;"<100
";Desempregado;4;masculino solteiro;nao;2.0;43;nenhum;de graca;2;qualificado;2;0;0;0
24;Critico-outros creditos;veiculo novo;2022;"<100
";1<=X<4;4;feminino div/dep/cas;nao;4.0;37;nenhum;proria;1;qualificado;1;1;0;1
24;existentes/pagos;reforma;1552;"<100
";4<=X<7;3;masculino solteiro;nao;1.0;32;banco;proria;1;qualificado;2;0;0;1
12;todos pagos;reforma;626;"<100
";1<=X<4;4;feminino div/dep/cas;nao;4.0;24;banco;proria;1;nao qualificado;1;0;0;0
48;Critico-outros creditos;veiculo usado;8858;"Desconhecido
";4<=X<7;2;masculino solteiro;nao;1.0;35;nenhum;de graca;2;qualificado;1;1;0;1
12;Critico-outros creditos;reforma casa;996;"Desconhecido
";4<=X<7;4;feminino div/dep/cas;nao;4.0;23;nenhum;proria;2;qualificado;1;0;0;1
6;todos pagos;reforma;1750;500<=X<1000;>=7;2;masculino solteiro;nao;4.0;45;banco;proria;1;nao qualificado;2;0;0;1
48;existentes/pagos;reforma;6999;"<100
";4<=X<7;1;masculino cas/viu;sim;1.0;34;nenhum;proria;2;qualificado;1;1;0;0
12;Critico-outros creditos;veiculo novo;1995;100<=X<500;<1;4;masculino solteiro;nao;1.0;27;nenhum;proria;1;qualificado;1;0;0;1
9;existentes/pagos;educacao;1199;"<100
";4<=X<7;4;feminino div/dep/cas;nao;4.0;67;nenhum;proria;2;altamente qualificado/empresario;1;1;0;1
12;existentes/pagos;reforma;1331;"<100
";<1;2;masculino solteiro;nao;1.0;22;loja;proria;1;qualificado;1;0;0;0
18;sem creditos/todos pagos;veiculo novo;2278;100<=X<500;<1;3;feminino div/dep/cas;nao;3.0;28;nenhum;proria;2;qualificado;1;0;0;0
21;sem creditos/todos pagos;veiculo novo;5003;"Desconhecido
";1<=X<4;1;feminino div/dep/cas;nao;4.0;29;banco;proria;2;qualificado;1;1;0;0
24;todos pagos;moveis;3552;"<100
";4<=X<7;3;masculino solteiro;nao;4.0;27;banco;proria;1;qualificado;1;0;0;0
18;Critico-outros creditos;moveis;1928;"<100
";<1;2;masculino solteiro;nao;2.0;31;nenhum;proria;2;nao qualificado;1;0;0;0
24;existentes/pagos;veiculo usado;2964;"Desconhecido
";>=7;4;masculino solteiro;nao;4.0;49;banco;de graca;1;qualificado;2;1;0;1
24;todos pagos;reforma;1546;"<100
";4<=X<7;4;masculino solteiro;sim;4.0;24;banco;alugada;1;nao qualificado;1;0;0;0
6;Atrasos anteriores;reforma;683;"<100
";<1;2;feminino div/dep/cas;nao;1.0;29;banco;proria;1;qualificado;1;0;0;1
36;existentes/pagos;veiculo novo;12389;"Desconhecido
";1<=X<4;1;masculino solteiro;nao;4.0;37;nenhum;de graca;1;qualificado;1;1;0;0
24;Atrasos anteriores;reforma;1553;100<=X<500;4<=X<7;3;feminino div/dep/cas;nao;2.0;23;nenhum;alugada;2;qualificado;1;1;0;1
12;existentes/pagos;veiculo novo;1372;"<100
";4<=X<7;2;maculino div/dep;nao;3.0;36;nenhum;proria;1;qualificado;1;0;0;0
24;Critico-outros creditos;reforma;2578;>=1000;>=7;2;masculino solteiro;nao;2.0;34;nenhum;proria;1;qualificado;1;0;0;1
48;existentes/pagos;reforma;3979;"Desconhecido
";4<=X<7;4;masculino solteiro;nao;1.0;41;nenhum;proria;2;qualificado;2;1;0;1
48;existentes/pagos;reforma;6758;"<100
";1<=X<4;3;feminino div/dep/cas;nao;2.0;31;nenhum;proria;1;qualificado;1;1;0;0
24;existentes/pagos;moveis;3234;"<100
";<1;4;feminino div/dep/cas;nao;4.0;23;nenhum;alugada;1;nao qualificado;1;1;0;0
30;Critico-outros creditos;reforma;5954;"<100
";4<=X<7;3;masculino solteiro;co requerente;2.0;38;nenhum;proria;1;qualificado;1;0;0;1
24;existentes/pagos;veiculo usado;5433;"Desconhecido
";Desempregado;2;feminino div/dep/cas;nao;4.0;26;nenhum;alugada;1;altamente qualificado/empresario;1;1;0;1
15;existentes/pagos;abrir negocio;806;"<100
";1<=X<4;4;feminino div/dep/cas;nao;4.0;22;nenhum;proria;1;nao qualificado;1;0;0;1
9;existentes/pagos;reforma;1082;"<100
";>=7;4;masculino solteiro;nao;4.0;27;nenhum;proria;2;nao qualificado;1;0;0;1
15;Critico-outros creditos;moveis;2788;"<100
";4<=X<7;2;feminino div/dep/cas;co requerente;3.0;24;banco;proria;2;qualificado;1;0;0;1
12;existentes/pagos;reforma;2930;"<100
";4<=X<7;2;feminino div/dep/cas;nao;1.0;27;nenhum;proria;1;qualificado;1;0;0;1
24;Critico-outros creditos;educacao;1927;"Desconhecido
";1<=X<4;3;feminino div/dep/cas;nao;2.0;33;nenhum;proria;2;qualificado;1;1;0;1
36;Critico-outros creditos;veiculo novo;2820;"<100
";<1;4;maculino div/dep;nao;4.0;27;nenhum;proria;2;qualificado;1;0;0;0
24;existentes/pagos;qualificacao;937;"<100
";<1;4;masculino cas/viu;nao;3.0;27;nenhum;proria;2;nao qualificado;1;0;0;1
18;Critico-outros creditos;veiculo novo;1056;"<100
";>=7;3;masculino solteiro;sim;3.0;30;banco;proria;2;qualificado;1;0;0;0
12;Critico-outros creditos;veiculo novo;3124;"<100
";<1;1;masculino solteiro;nao;3.0;49;banco;proria;2;nao qualificado;2;0;0;1
9;existentes/pagos;moveis;1388;"<100
";1<=X<4;4;feminino div/dep/cas;nao;2.0;26;nenhum;alugada;1;qualificado;1;0;0;1
36;existentes/pagos;reforma casa;2384;"<100
";<1;4;masculino solteiro;nao;1.0;33;nenhum;alugada;1;nao qualificado;1;0;0;0
